isolateID,ST,ST:colour,Geography,Geography:colour,Source,Source:colour,Human,Human:colour,Food,Food:colour,Animal,Animal:colour,ESBL_AmpC,ESBL_AmpC:color,Fosfomycin_gene,Fosfomycin_gene:colour,tet_gene,tet_gene:colour,Trimethoprim_gene,Trimethoprim_gene:colour,Kanamycin_gene,Kanamycin_gene:colour,Macrolide_gene,Macrolide_gene:colour
S-FF-R1-S-C-11-1-1-124,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-3-1-1-60,others,#7F7F7F,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2212076,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_chicken meat with unknown origin,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-17-1-1-16,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2212019,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-4-1-1-174,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R3-S-C-3-1-1-190,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1911184,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_unknown,#F5B090,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-4-1-1-62,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-20-1-1-19,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812064,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2112013,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2212045,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_chicken meat with unknown origin,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1912083,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-88-1-1-105,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaEC-15*,#00A0E9,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-9-1-1-141,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN12137517,ST32,#FF7F0E,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-4-1-1-133,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-8-1-1-120,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-87-1-1-103,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
2212044,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_chicken meat with unknown origin,#00ADA9,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-149-1-1-187,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-148-1-1-185,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2111073,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912092,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-1-1-1-3,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-LS-30-S-C-13-1-1-11,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-5-1-1-11,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R1-S-C-6-1-1-13,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912015,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2112029,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912033,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1812016,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2112074,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1912046,others,#7F7F7F,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-152-1-1-189,others,#7F7F7F,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-11-1-1-8,others,#7F7F7F,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaEC-15*,#00A0E9,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1911203,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_unknown,#F5B090,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
S-FF-R2-S-C-1-1-1-196,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
2011188,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1812103,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1912069,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2211080,ST32,#FF7F0E,Japan,#5E4FA2,human,#FF0000,h_stool,#E60012,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912070,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-LS-30-S-C-31-2-1-32,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1912019,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-12-1-1-162,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-5-1-1-197,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-6-1-1-190,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R3-S-C-6-1-1-220,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R2-S-C-4-2-1-187,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
S-FF-R1-S-C-3-1-1-193,ST32,#FF7F0E,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
2112042,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2112041,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
2112043,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1912082,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812067,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1912065,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
1812081,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
2012067,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1812023,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
1712007,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912067,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
1912064,ST32,#FF7F0E,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN07180843,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN07812779,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN24369684,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN10756645,ST32,#FF7F0E,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17159351,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN10098106,ST32,#FF7F0E,Europe,#A1D9A4,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN15751228,ST32,#FF7F0E,Europe,#A1D9A4,human,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(M),#FF0080,None,#CCCCCC,None,#CCCCCC,erm(B),#FF0080
SAMN10821927,others,#7F7F7F,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6057439,others,#7F7F7F,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6058057,others,#7F7F7F,Europe,#A1D9A4,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09386469,others,#7F7F7F,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA110195617,ST32,#FF7F0E,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17516083,ST32,#FF7F0E,Europe,#A1D9A4,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA110682942,ST32,#FF7F0E,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41901436,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN21396665,ST32,#FF7F0E,Europe,#A1D9A4,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN12009173,others,#7F7F7F,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17086574,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,"tet(A),tet(M)",#FF0080,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
SAMN10719940,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA8196400,ST32,#FF7F0E,Europe,#A1D9A4,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6057638,ST32,#FF7F0E,Europe,#A1D9A4,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09522094,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17516086,ST32,#FF7F0E,Europe,#A1D9A4,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41884111,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17159350,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6057629,ST32,#FF7F0E,Europe,#A1D9A4,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN15535063,ST32,#FF7F0E,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN10058742,ST32,#FF7F0E,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41862560,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN16849643,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41529579,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07816139,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA8196234,ST32,#FF7F0E,Europe,#A1D9A4,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41155430,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN28946007,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN31672218,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17269673,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17198698,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA8196331,ST32,#FF7F0E,Europe,#A1D9A4,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41561752,others,#7F7F7F,Europe,#A1D9A4,human,#FF0000,,,,,,,blaCTX-M-3,#FFA500,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN41127646,others,#7F7F7F,Europe,#A1D9A4,food,#00FF00,,,,,,,blaCTX-M-3,#FFA500,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN25608894,ST32,#FF7F0E,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN29757260,others,#7F7F7F,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6057435,others,#7F7F7F,Europe,#A1D9A4,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6057637,others,#7F7F7F,Europe,#A1D9A4,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
