isolateID,ST,ST:colour,Geography,Geography:colour,Source,Source:colour,Human,Human:colour,Food,Food:colour,Animal,Animal:colour,ESBL_AmpC,ESBL_AmpC:color,Fosfomycin_gene,Fosfomycin_gene:colour,tet_gene,tet_gene:colour,Trimethoprim_gene,Trimethoprim_gene:colour,Kanamycin_gene,Kanamycin_gene:colour,Macrolide_gene,Macrolide_gene:colour
1712058,ST241,#003F5C,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_domestic chicken,#00FF00,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN10882259,ST241,#003F5C,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41643745,ST241,#003F5C,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
SAMEA8598476,ST241,#003F5C,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA9966479,ST241,#003F5C,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN12995354,ST241,#003F5C,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN15803292,ST241,#003F5C,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08397445,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN31428032,others,#7F7F7F,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08995942,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA1,#FF0080,None,#CCCCCC,None,#CCCCCC
SAMN06677799,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07455447,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(32),#FF0080,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN32979738,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN11962816,others,#7F7F7F,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN11962639,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN13517056,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09510422,others,#7F7F7F,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN19546747,others,#7F7F7F,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN16249206,others,#7F7F7F,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN34510852,ST96,#F8766D,North America,#EEF8A3,human,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08629980,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN11491731,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN10459600,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08558123,ST96,#F8766D,North America,#EEF8A3,animal,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN12638064,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41901408,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN19573685,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA1,#FF0080,None,#CCCCCC,None,#CCCCCC
SAMN33342676,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41896435,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07519881,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN15803294,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07155836,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN29333970,ST96,#F8766D,,,human,#FF0000,,,,,,,blaCTX-M-55,#FFA500,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,mph(A),#1D2088
SAMN09228647,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN09433799,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN32116176,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN28553843,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,blaCTX-M-55,#FFA500,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,mph(A),#1D2088
SAMN41918672,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,blaCTX-M-55,#FFA500,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,mph(A),#1D2088
SAMN07549113,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09284901,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN09295157,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN32252699,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA6058039,ST96,#F8766D,Europe,#A1D9A4,animal,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN42375278,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN36340950,ST96,#F8766D,North America,#EEF8A3,animal,#FF0000,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN14360272,others,#7F7F7F,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN26657684,ST96,#F8766D,North America,#EEF8A3,animal,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMEA10113601,ST96,#F8766D,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA13259633,ST96,#F8766D,Africa,#00A4BD,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMEA112901904,ST96,#F8766D,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
SAMEA115498480,ST96,#F8766D,Africa,#00A4BD,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
R2-S-C-158,ST96,#F8766D,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
1912109,ST96,#F8766D,Japan,#5E4FA2,food,#00FF00,None,#CCCCCC,f_chicken meat with unknown origin,#00ADA9,None,#CCCCCC,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
R1-S-C-117,ST96,#F8766D,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-IIa,#60FA00,None,#CCCCCC
30-Sal-C-64-1-1-76,ST96,#F8766D,Japan,#5E4FA2,animal,#0023E9,None,#CCCCCC,None,#CCCCCC,a_cecal stool,#0023E9,0,#CCCCCC,None,#CCCCCC,tet(A)*,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09475162,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN10080233,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09475744,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
SAMN09521884,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
1811298,ST96,#F8766D,Japan,#5E4FA2,human,#FF0000,h_unknown,#F5B090,None,#CCCCCC,None,#CCCCCC,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN16710202,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA12,#78BCFF,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN12702730,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41466427,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,mph(A),#1D2088
SAMN10140046,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA1,#FF0080,None,#CCCCCC,mph(B),#FF0080
SAMN09690843,ST96,#F8766D,Europe,#A1D9A4,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41637353,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,fosL1,#FF0080,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN27589689,ST96,#F8766D,Europe,#A1D9A4,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08967105,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09690034,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN13000315,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN12360200,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN13153640,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09372519,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN24439573,ST96,#F8766D,North America,#EEF8A3,human,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN12360256,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN21857303,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A)^,#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07604295,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08767316,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN21215282,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN30825920,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN42144321,ST96,#F8766D,,,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN22665435,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN14841238,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41775646,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,blaCTX-M-65,#FFA500,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN07124429,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN32471665,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA1,#FF0080,None,#CCCCCC,mph(A),#1D2088
SAMN32471639,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA1,#FF0080,None,#CCCCCC,mph(A),#1D2088
SAMN32471645,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA1,#FF0080,None,#CCCCCC,mph(A),#1D2088
SAMN23243393,ST96,#F8766D,,,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN11079905,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(C),#FF0080,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08607471,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN31714666,ST96,#F8766D,,,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN31714668,ST96,#F8766D,,,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN28055609,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,blaCMY-2,#8000FF,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN21367248,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,0,#CCCCCC,fosA8,#FF0080,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN31527125,ST96,#F8766D,North America,#EEF8A3,animal,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA32,#FF0080,None,#CCCCCC,ere(A),#FF0080
SAMN08436377,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(C),#FF0080,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN16113724,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN19015177,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN33443308,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN33443298,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN36452579,ST96,#F8766D,North America,#EEF8A3,human,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN36450237,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN09828497,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08499093,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN19764271,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(B),#ADFF2F,None,#CCCCCC,aph(3')-Ia,#00965C,mef(B),#CE2CD4
SAMN11469252,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN07510168,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN08513280,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN11553527,ST96,#F8766D,North America,#EEF8A3,animal,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN18203644,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN20527488,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN37605626,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN39147172,ST96,#F8766D,,,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN42468473,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN17717551,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN31661751,ST96,#F8766D,North America,#EEF8A3,human,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN14944023,ST96,#F8766D,North America,#EEF8A3,food,#0023E9,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN41268385,others,#7F7F7F,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN16825940,others,#7F7F7F,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN16650674,ST96,#F8766D,North America,#EEF8A3,food,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN37589863,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN22028772,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN19573663,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA14,#125699,None,#CCCCCC,None,#CCCCCC
SAMN37044432,ST96,#F8766D,North America,#EEF8A3,animal,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,dfrA12,#78BCFF,None,#CCCCCC,None,#CCCCCC
SAMN17505196,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,"tet(A),tet(M)",#FF0080,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
SAMN39507802,ST96,#F8766D,North America,#EEF8A3,human,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN34069159,ST96,#F8766D,North America,#EEF8A3,animal,#FF0000,,,,,,,0,#CCCCCC,None,#CCCCCC,tet(A),#67991C,None,#CCCCCC,aph(3')-Ia,#00965C,None,#CCCCCC
SAMN19414260,ST96,#F8766D,North America,#EEF8A3,food,#00FF00,,,,,,,0,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC,None,#CCCCCC
